country,year,value
Tunisia,1889,1.92
Turkey,1889,1.71
Tuvalu,1889,3.26
Taiwan,1889,2.42
Tanzania,1889,1.13
Uganda,1889,2.41
Ukraine,1889,0.898
Uruguay,1889,7.13
USA,1889,14.0
Uzbekistan,1889,0.756
St. Vincent and the Grenadines,1889,1.93
Venezuela,1889,2.85
Vietnam,1889,1.72
Vanuatu,1889,1.89
Samoa,1889,5.26
Yemen,1889,2.59
South Africa,1889,2.1
Zambia,1889,1.21
Zimbabwe,1889,3.59
Afghanistan,1890,1.7
Angola,1890,1.16
Albania,1890,1.19
Andorra,1890,4.45
UAE,1890,2.87
Argentina,1890,5.4
Armenia,1890,2.61
Antigua and Barbuda,1890,1.71
Australia,1890,13.3
Austria,1890,7.37
Azerbaijan,1890,2.13
Burundi,1890,1.01
Belgium,1890,8.35
Benin,1890,1.58
Burkina Faso,1890,1.29
Bangladesh,1890,1.99
Bulgaria,1890,4.58
Bahrain,1890,2.1
Bahamas,1890,3.27
Bosnia and Herzegovina,1890,3.53
Belarus,1890,1.23
Belize,1890,1.69
Bolivia,1890,4.96
Brazil,1890,1.25
Barbados,1890,2.64
Brunei,1890,2.86
Bhutan,1890,1.24
Botswana,1890,0.479
Central African Republic,1890,1.12
Canada,1890,6.61
Switzerland,1890,12.6
Chile,1890,4.28
China,1890,1.3
Cote d'Ivoire,1890,1.68
Cameroon,1890,1.14
"Congo, Dem. Rep.",1890,0.799
"Congo, Rep.",1890,0.665
Colombia,1890,1.83
Comoros,1890,2.54
Cape Verde,1890,1.32
Costa Rica,1890,1.47
Cuba,1890,2.46
Cyprus,1890,2.83
Czech Republic,1890,3.36
Germany,1890,7.4
Djibouti,1890,2.7
Dominica,1890,1.04
Denmark,1890,7.09
Dominican Republic,1890,2.18
Algeria,1890,1.88
Ecuador,1890,1.2
Egypt,1890,1.8
Eritrea,1890,1.53
Spain,1890,3.56
Estonia,1890,2.48
Ethiopia,1890,2.94
Finland,1890,3.54
Fiji,1890,1.45
France,1890,5.95
"Micronesia, Fed. Sts.",1890,1.78
Gabon,1890,0.366
UK,1890,9.14
Georgia,1890,2.65
Ghana,1890,1.15
Guinea,1890,0.443
Gambia,1890,1.04
Guinea-Bissau,1890,1.45
Equatorial Guinea,1890,0.582
Greece,1890,3.66
Grenada,1890,1.87
Guatemala,1890,1.55
Guyana,1890,2.73
"Hong Kong, China",1890,2.5
Honduras,1890,2.74
Croatia,1890,3.04
Haiti,1890,1.44
Hungary,1890,4.06
Indonesia,1890,0.73
India,1890,1.86
Ireland,1890,4.31
Iran,1890,1.68
Iraq,1890,2.24
Iceland,1890,3.39
Israel,1890,1.46
Italy,1890,4.0
Jamaica,1890,1.62
Jordan,1890,3.01
Japan,1890,2.91
Kazakhstan,1890,1.26
Kenya,1890,2.49
Kyrgyz Republic,1890,2.36
Cambodia,1890,1.3
Kiribati,1890,2.35
St. Kitts and Nevis,1890,2.62
South Korea,1890,1.59
Kuwait,1890,2.77
Lao,1890,2.38
Lebanon,1890,4.22
Liberia,1890,3.57
Libya,1890,1.69
St. Lucia,1890,0.332
Sri Lanka,1890,2.56
Lesotho,1890,1.6
Lithuania,1890,1.37
Luxembourg,1890,5.01
Latvia,1890,1.73
Morocco,1890,2.02
Monaco,1890,2.24
Moldova,1890,1.55
Madagascar,1890,1.31
Maldives,1890,0.639
Mexico,1890,1.47
Marshall Islands,1890,1.66
North Macedonia,1890,1.55
Mali,1890,0.93
Malta,1890,2.45
Myanmar,1890,2.42
Montenegro,1890,1.81
Mongolia,1890,0.804
Mozambique,1890,1.72
Mauritania,1890,0.635
Mauritius,1890,2.02
Malawi,1890,2.21
Malaysia,1890,1.79
Namibia,1890,2.28
Niger,1890,1.34
Nigeria,1890,1.39
Nicaragua,1890,4.07
Netherlands,1890,8.19
Norway,1890,3.43
Nepal,1890,1.48
Nauru,1890,0.848
New Zealand,1890,8.61
Oman,1890,0.536
Pakistan,1890,1.01
Panama,1890,3.45
Peru,1890,2.27
Philippines,1890,1.62
Palau,1890,1.58
Papua New Guinea,1890,0.762
Poland,1890,3.91
North Korea,1890,2.58
Portugal,1890,2.49
Paraguay,1890,5.05
Palestine,1890,6.1
Qatar,1890,3.13
Romania,1890,1.2
Russia,1890,2.28
Rwanda,1890,2.18
Saudi Arabia,1890,1.29
Sudan,1890,0.819
Senegal,1890,0.951
Singapore,1890,3.22
Solomon Islands,1890,1.01
Sierra Leone,1890,1.86
El Salvador,1890,2.9
San Marino,1890,2.95
Somalia,1890,2.62
Serbia,1890,4.64
South Sudan,1890,3.57
Sao Tome and Principe,1890,2.07
Suriname,1890,3.79
Slovak Republic,1890,4.01
Slovenia,1890,6.22
Sweden,1890,3.62
Eswatini,1890,0.222
Seychelles,1890,1.19
Syria,1890,1.65
Chad,1890,1.5
Togo,1890,1.91
Thailand,1890,2.06
Tajikistan,1890,1.98
Turkmenistan,1890,1.5
Timor-Leste,1890,0.982
Tonga,1890,2.71
Trinidad and Tobago,1890,4.69
Tunisia,1890,1.93
Turkey,1890,1.72
Tuvalu,1890,3.27
Taiwan,1890,2.43
Tanzania,1890,1.13
Uganda,1890,2.43
Ukraine,1890,0.834
Uruguay,1890,6.29
USA,1890,13.9
Uzbekistan,1890,0.753
St. Vincent and the Grenadines,1890,1.95
Venezuela,1890,3.07
Vietnam,1890,1.73
Vanuatu,1890,1.89
Samoa,1890,5.28
Yemen,1890,2.6
South Africa,1890,2.11
Zambia,1890,1.21
Zimbabwe,1890,3.59
Afghanistan,1891,1.72
Angola,1891,1.16
Albania,1891,1.19
Andorra,1891,4.5
UAE,1891,2.91
Argentina,1891,5.09
Armenia,1891,2.39
Antigua and Barbuda,1891,1.72
Australia,1891,13.9
Austria,1891,7.56
Azerbaijan,1891,1.95
Burundi,1891,1.01
Belgium,1891,8.27
Benin,1891,1.59
Burkina Faso,1891,1.3
Bangladesh,1891,1.81
Bulgaria,1891,4.65
Bahrain,1891,2.13
Bahamas,1891,3.29
Bosnia and Herzegovina,1891,3.54
Belarus,1891,1.13
Belize,1891,1.7
Bolivia,1891,4.99
Brazil,1891,1.33
Barbados,1891,2.66
Brunei,1891,2.87
Bhutan,1891,1.24
Botswana,1891,0.481
Central African Republic,1891,1.12
Canada,1891,6.7
Switzerland,1891,11.7
Chile,1891,4.47
China,1891,1.3
Cote d'Ivoire,1891,1.68
Cameroon,1891,1.15
"Congo, Dem. Rep.",1891,0.802
"Congo, Rep.",1891,0.666
Colombia,1891,1.82
Comoros,1891,2.54
Cape Verde,1891,1.33
Costa Rica,1891,1.49
Cuba,1891,2.53
Cyprus,1891,2.87
Czech Republic,1891,3.4
Germany,1891,7.3
Djibouti,1891,2.71
Dominica,1891,1.05
Denmark,1891,7.18
Dominican Republic,1891,2.19
Algeria,1891,1.9
Ecuador,1891,1.23
Egypt,1891,1.82
Eritrea,1891,1.53
Spain,1891,3.62
Estonia,1891,2.27
Ethiopia,1891,2.94
Finland,1891,3.46
Fiji,1891,1.45
France,1891,6.09
"Micronesia, Fed. Sts.",1891,1.78
Gabon,1891,0.385
UK,1891,9.06
Georgia,1891,2.42
Ghana,1891,1.15
Guinea,1891,0.445
Gambia,1891,1.04
Guinea-Bissau,1891,1.45
Equatorial Guinea,1891,0.588
Greece,1891,3.19
Grenada,1891,1.88
Guatemala,1891,1.56
Guyana,1891,2.75
"Hong Kong, China",1891,2.54
Honduras,1891,2.78
Croatia,1891,3.06
Haiti,1891,1.46
Hungary,1891,4.11
Indonesia,1891,0.743
India,1891,1.69
Ireland,1891,4.35
Iran,1891,1.7
Iraq,1891,2.25
Iceland,1891,3.47
Israel,1891,1.47
Italy,1891,4.06
Jamaica,1891,1.63
Jordan,1891,3.03
Japan,1891,2.74
Kazakhstan,1891,1.16
Kenya,1891,2.5
Kyrgyz Republic,1891,2.39
Cambodia,1891,1.3
Kiribati,1891,2.35
St. Kitts and Nevis,1891,2.64
South Korea,1891,1.6
Kuwait,1891,2.81
Lao,1891,2.39
Lebanon,1891,4.26
Liberia,1891,3.59
Libya,1891,1.7
St. Lucia,1891,0.333
Sri Lanka,1891,2.54
Lesotho,1891,1.61
Lithuania,1891,1.25
Luxembourg,1891,5.07
Latvia,1891,1.59
Morocco,1891,2.04
Monaco,1891,2.27
Moldova,1891,1.43
Madagascar,1891,1.31
Maldives,1891,0.639
Mexico,1891,1.51
Marshall Islands,1891,1.67
North Macedonia,1891,1.56
Mali,1891,0.931
Malta,1891,2.47
Myanmar,1891,2.45
Montenegro,1891,1.81
Mongolia,1891,0.804
Mozambique,1891,1.72
Mauritania,1891,0.638
Mauritius,1891,2.03
Malawi,1891,2.21
Malaysia,1891,1.78
Namibia,1891,2.31
Niger,1891,1.35
Nigeria,1891,1.39
Nicaragua,1891,4.1
Netherlands,1891,8.12
Norway,1891,3.42
Nepal,1891,1.49
Nauru,1891,0.852
New Zealand,1891,8.55
Oman,1891,0.54
Pakistan,1891,0.916
Panama,1891,3.49
Peru,1891,2.42
Philippines,1891,1.62
Palau,1891,1.59
Papua New Guinea,1891,0.764
Poland,1891,3.96
North Korea,1891,2.6
Portugal,1891,2.43
Paraguay,1891,5.11
Palestine,1891,6.18
Qatar,1891,3.17
Romania,1891,1.22
Russia,1891,2.08
Rwanda,1891,2.19
Saudi Arabia,1891,1.29
Sudan,1891,0.82
Senegal,1891,0.956
Singapore,1891,3.27
Solomon Islands,1891,1.01
Sierra Leone,1891,1.87
El Salvador,1891,2.92
San Marino,1891,2.98
Somalia,1891,2.62
Serbia,1891,4.66
South Sudan,1891,3.57
Sao Tome and Principe,1891,2.07
Suriname,1891,3.82
Slovak Republic,1891,4.07
Slovenia,1891,6.27
Sweden,1891,3.81
Eswatini,1891,0.223
Seychelles,1891,1.22
Syria,1891,1.66
Chad,1891,1.5
Togo,1891,1.91
Thailand,1891,2.07
Tajikistan,1891,1.81
Turkmenistan,1891,1.37
Timor-Leste,1891,0.985
Tonga,1891,2.72
Trinidad and Tobago,1891,4.72
Tunisia,1891,1.94
Turkey,1891,1.73
Tuvalu,1891,3.28
Taiwan,1891,2.44
Tanzania,1891,1.13
Uganda,1891,2.44
Ukraine,1891,0.83
Uruguay,1891,6.38
USA,1891,14.2
Uzbekistan,1891,0.69
St. Vincent and the Grenadines,1891,1.96
Venezuela,1891,2.89
Vietnam,1891,1.75
Vanuatu,1891,1.9
Samoa,1891,5.3
Yemen,1891,2.61
South Africa,1891,2.2
Zambia,1891,1.21
Zimbabwe,1891,3.6
Afghanistan,1892,1.75
Angola,1892,1.17
Albania,1892,1.2
Andorra,1892,4.56
UAE,1892,2.95
Argentina,1892,5.96
Armenia,1892,2.63
Antigua and Barbuda,1892,1.73
Australia,1892,11.9
Austria,1892,7.65
Azerbaijan,1892,2.13
Burundi,1892,1.01
Belgium,1892,8.38
Benin,1892,1.6
Burkina Faso,1892,1.3
Bangladesh,1892,1.95
Bulgaria,1892,4.71
Bahrain,1892,2.15
Bahamas,1892,3.32
Bosnia and Herzegovina,1892,3.55
Belarus,1892,1.24
Belize,1892,1.72
Bolivia,1892,5.06
Brazil,1892,1.15
Barbados,1892,2.68
Brunei,1892,2.88
Bhutan,1892,1.24
Botswana,1892,0.482
Central African Republic,1892,1.13
Canada,1892,6.59
Switzerland,1892,12.5
Chile,1892,4.42
China,1892,1.3
Cote d'Ivoire,1892,1.68
Cameroon,1892,1.15
"Congo, Dem. Rep.",1892,0.806
"Congo, Rep.",1892,0.669
Colombia,1892,1.81
Comoros,1892,2.54
Cape Verde,1892,1.35
Costa Rica,1892,1.51
Cuba,1892,2.61
Cyprus,1892,2.9
Czech Republic,1892,3.45
Germany,1892,7.52
Djibouti,1892,2.72
Dominica,1892,1.05
Denmark,1892,7.3
Dominican Republic,1892,2.2
Algeria,1892,1.93
Ecuador,1892,1.25
Egypt,1892,1.83
Eritrea,1892,1.54
Spain,1892,3.92
Estonia,1892,2.49
Ethiopia,1892,2.94
Finland,1892,3.28
Fiji,1892,1.46
France,1892,6.24
"Micronesia, Fed. Sts.",1892,1.78
Gabon,1892,0.402
UK,1892,8.75
Georgia,1892,2.65
Ghana,1892,1.16
Guinea,1892,0.447
Gambia,1892,1.04
Guinea-Bissau,1892,1.45
Equatorial Guinea,1892,0.596
Greece,1892,3.33
Grenada,1892,1.89
Guatemala,1892,1.58
Guyana,1892,2.77
"Hong Kong, China",1892,2.58
Honduras,1892,2.81
Croatia,1892,3.08
Haiti,1892,1.47
Hungary,1892,4.17
Indonesia,1892,0.766
India,1892,1.82
Ireland,1892,4.4
Iran,1892,1.71
Iraq,1892,2.27
Iceland,1892,3.7
Israel,1892,1.48
Italy,1892,4.06
Jamaica,1892,1.64
Jordan,1892,3.06
Japan,1892,2.89
Kazakhstan,1892,1.27
Kenya,1892,2.51
Kyrgyz Republic,1892,2.42
Cambodia,1892,1.3
Kiribati,1892,2.35
St. Kitts and Nevis,1892,2.66
South Korea,1892,1.61
Kuwait,1892,2.85
Lao,1892,2.4
Lebanon,1892,4.3
Liberia,1892,3.6
Libya,1892,1.71
St. Lucia,1892,0.334
Sri Lanka,1892,2.58
Lesotho,1892,1.62
Lithuania,1892,1.37
Luxembourg,1892,5.13
Latvia,1892,1.74
Morocco,1892,2.05
Monaco,1892,2.29
Moldova,1892,1.56
Madagascar,1892,1.32
Maldives,1892,0.639
Mexico,1892,1.54
Marshall Islands,1892,1.67
North Macedonia,1892,1.57
Mali,1892,0.932
Malta,1892,2.5
Myanmar,1892,2.47
Montenegro,1892,1.81
Mongolia,1892,0.804
Mozambique,1892,1.72
Mauritania,1892,0.641
Mauritius,1892,2.04
Malawi,1892,2.21
Malaysia,1892,1.76
Namibia,1892,2.34
Niger,1892,1.36
Nigeria,1892,1.39
Nicaragua,1892,4.12
Netherlands,1892,8.28
Norway,1892,3.41
Nepal,1892,1.5
Nauru,1892,0.857
New Zealand,1892,8.71
Oman,1892,0.544
Pakistan,1892,0.986
Panama,1892,3.53
Peru,1892,2.48
Philippines,1892,1.63
Palau,1892,1.59
Papua New Guinea,1892,0.767
Poland,1892,4.04
North Korea,1892,2.62
Portugal,1892,2.4
Paraguay,1892,5.18
Palestine,1892,6.25
Qatar,1892,3.22
Romania,1892,1.31
Russia,1892,2.27
Rwanda,1892,2.2
Saudi Arabia,1892,1.3
Sudan,1892,0.822
Senegal,1892,0.962
Singapore,1892,3.31
Solomon Islands,1892,1.02
Sierra Leone,1892,1.88
El Salvador,1892,2.95
San Marino,1892,3.0
Somalia,1892,2.62
Serbia,1892,4.67
South Sudan,1892,3.58
Sao Tome and Principe,1892,2.08
Suriname,1892,3.84
Slovak Republic,1892,4.13
Slovenia,1892,6.31
Sweden,1892,3.77
Eswatini,1892,0.223
Seychelles,1892,1.24
Syria,1892,1.68
Chad,1892,1.51
Togo,1892,1.92
Thailand,1892,2.08
Tajikistan,1892,1.99
Turkmenistan,1892,1.5
Timor-Leste,1892,0.987
Tonga,1892,2.73
Trinidad and Tobago,1892,4.76
Tunisia,1892,1.96
Turkey,1892,1.74
Tuvalu,1892,3.29
Taiwan,1892,2.45
Tanzania,1892,1.14
Uganda,1892,2.45
Ukraine,1892,0.76
Uruguay,1892,6.38
USA,1892,15.2
Uzbekistan,1892,0.756
St. Vincent and the Grenadines,1892,1.97
Venezuela,1892,2.61
Vietnam,1892,1.76
Vanuatu,1892,1.91
Samoa,1892,5.31
Yemen,1892,2.61
South Africa,1892,2.15
Zambia,1892,1.22
Zimbabwe,1892,3.6
Afghanistan,1893,1.77
Angola,1893,1.17
Albania,1893,1.2
Andorra,1893,4.61
UAE,1893,3.0
Argentina,1893,6.19
Armenia,1893,2.98
Antigua and Barbuda,1893,1.74
Australia,1893,11.1
Austria,1893,7.62
Azerbaijan,1893,2.42
Burundi,1893,1.01
Belgium,1893,8.41
Benin,1893,1.6
Burkina Faso,1893,1.3
Bangladesh,1893,2.0
Bulgaria,1893,4.62
Bahrain,1893,2.18
Bahamas,1893,3.34
Bosnia and Herzegovina,1893,3.56
Belarus,1893,1.4
Belize,1893,1.73
Bolivia,1893,5.06
Brazil,1893,0.98
Barbados,1893,2.7
Brunei,1893,2.89
Bhutan,1893,1.25
Botswana,1893,0.483
Central African Republic,1893,1.13
Canada,1893,6.49
Switzerland,1893,12.7
Chile,1893,4.54
China,1893,1.3
Cote d'Ivoire,1893,1.68
Cameroon,1893,1.15
"Congo, Dem. Rep.",1893,0.809
"Congo, Rep.",1893,0.671
Colombia,1893,1.81
Comoros,1893,2.55
Cape Verde,1893,1.38
Costa Rica,1893,1.52
Cuba,1893,2.6
Cyprus,1893,2.93
Czech Republic,1893,3.5
Germany,1893,7.81
Djibouti,1893,2.73
Dominica,1893,1.06
Denmark,1893,7.38
Dominican Republic,1893,2.21
Algeria,1893,1.95
Ecuador,1893,1.28
Egypt,1893,1.85
Eritrea,1893,1.54
Spain,1893,3.76
Estonia,1893,2.82
Ethiopia,1893,2.95
Finland,1893,3.44
Fiji,1893,1.46
France,1893,6.35
"Micronesia, Fed. Sts.",1893,1.79
Gabon,1893,0.421
UK,1893,8.66
Georgia,1893,2.99
Ghana,1893,1.16
Guinea,1893,0.448
Gambia,1893,1.04
Guinea-Bissau,1893,1.45
Equatorial Guinea,1893,0.602
Greece,1893,3.54
Grenada,1893,1.9
Guatemala,1893,1.59
Guyana,1893,2.79
"Hong Kong, China",1893,2.61
Honduras,1893,2.85
Croatia,1893,3.11
Haiti,1893,1.48
Hungary,1893,4.22
Indonesia,1893,0.781
India,1893,1.86
Ireland,1893,4.44
Iran,1893,1.72
Iraq,1893,2.29
Iceland,1893,3.94
Israel,1893,1.49
Italy,1893,4.12
Jamaica,1893,1.65
Jordan,1893,3.08
Japan,1893,2.87
Kazakhstan,1893,1.44
Kenya,1893,2.52
Kyrgyz Republic,1893,2.44
Cambodia,1893,1.3
Kiribati,1893,2.36
St. Kitts and Nevis,1893,2.68
South Korea,1893,1.62
Kuwait,1893,2.89
Lao,1893,2.4
Lebanon,1893,4.34
Liberia,1893,3.62
Libya,1893,1.72
St. Lucia,1893,0.335
Sri Lanka,1893,2.58
Lesotho,1893,1.63
Lithuania,1893,1.56
Luxembourg,1893,5.2
Latvia,1893,1.97
Morocco,1893,2.06
Monaco,1893,2.32
Moldova,1893,1.77
Madagascar,1893,1.33
Maldives,1893,0.639
Mexico,1893,1.58
Marshall Islands,1893,1.67
North Macedonia,1893,1.58
Mali,1893,0.934
Malta,1893,2.52
Myanmar,1893,2.5
Montenegro,1893,1.82
Mongolia,1893,0.804
Mozambique,1893,1.72
Mauritania,1893,0.644
Mauritius,1893,2.05
Malawi,1893,2.21
Malaysia,1893,1.75
Namibia,1893,2.38
Niger,1893,1.36
Nigeria,1893,1.39
Nicaragua,1893,4.15
Netherlands,1893,8.1
Norway,1893,3.5
Nepal,1893,1.51
Nauru,1893,0.861
New Zealand,1893,8.68
Oman,1893,0.549
Pakistan,1893,1.01
Panama,1893,3.57
Peru,1893,2.32
Philippines,1893,1.63
Palau,1893,1.6
Papua New Guinea,1893,0.77
Poland,1893,4.1
North Korea,1893,2.64
Portugal,1893,2.43
Paraguay,1893,5.24
Palestine,1893,6.32
Qatar,1893,3.27
Romania,1893,1.26
Russia,1893,2.57
Rwanda,1893,2.21
Saudi Arabia,1893,1.3
Sudan,1893,0.824
Senegal,1893,0.967
Singapore,1893,3.36
Solomon Islands,1893,1.02
Sierra Leone,1893,1.89
El Salvador,1893,2.97
San Marino,1893,3.02
Somalia,1893,2.63
Serbia,1893,4.69
South Sudan,1893,3.59
Sao Tome and Principe,1893,2.08
Suriname,1893,3.87
Slovak Republic,1893,4.19
Slovenia,1893,6.35
Sweden,1893,3.86
Eswatini,1893,0.223
Seychelles,1893,1.26
Syria,1893,1.69
Chad,1893,1.52
Togo,1893,1.93
Thailand,1893,2.08
Tajikistan,1893,2.25
Turkmenistan,1893,1.69
Timor-Leste,1893,0.989
Tonga,1893,2.74
Trinidad and Tobago,1893,4.79
Tunisia,1893,1.98
Turkey,1893,1.75
Tuvalu,1893,3.3
Taiwan,1893,2.46
Tanzania,1893,1.14
Uganda,1893,2.46
Ukraine,1893,0.83
Uruguay,1893,6.71
USA,1893,14.2
Uzbekistan,1893,0.857
St. Vincent and the Grenadines,1893,1.99
Venezuela,1893,2.61
Vietnam,1893,1.78
Vanuatu,1893,1.91
Samoa,1893,5.33
Yemen,1893,2.62
South Africa,1893,2.13
Zambia,1893,1.22
Zimbabwe,1893,3.6
Afghanistan,1894,1.79
Angola,1894,1.18
Albania,1894,1.2
Andorra,1894,4.67
UAE,1894,3.04
Argentina,1894,6.97
Armenia,1894,3.4
Antigua and Barbuda,1894,1.75
Australia,1894,11.2
Austria,1894,7.98
Azerbaijan,1894,2.74
Burundi,1894,1.01
Belgium,1894,8.45
Benin,1894,1.61
Burkina Faso,1894,1.31
Bangladesh,1894,2.02
Bulgaria,1894,4.53
Bahrain,1894,2.2
Bahamas,1894,3.36
Bosnia and Herzegovina,1894,3.57
Belarus,1894,1.59
Belize,1894,1.74
Bolivia,1894,5.27
Brazil,1894,0.98
Barbados,1894,2.71
Brunei,1894,2.9
Bhutan,1894,1.25
Botswana,1894,0.485
Central African Republic,1894,1.14
Canada,1894,6.73
Switzerland,1894,12.7
Chile,1894,4.38
China,1894,1.3
Cote d'Ivoire,1894,1.68
Cameroon,1894,1.15
"Congo, Dem. Rep.",1894,0.813
"Congo, Rep.",1894,0.673
Colombia,1894,1.8
Comoros,1894,2.55
Cape Verde,1894,1.4
Costa Rica,1894,1.54
Cuba,1894,2.59
Cyprus,1894,2.97
Czech Republic,1894,3.55
Germany,1894,7.91
Djibouti,1894,2.73
Dominica,1894,1.07
Denmark,1894,7.46
Dominican Republic,1894,2.22
Algeria,1894,1.97
Ecuador,1894,1.31
Egypt,1894,1.86
Eritrea,1894,1.54
Spain,1894,3.8
Estonia,1894,3.21
Ethiopia,1894,2.95
Finland,1894,3.59
Fiji,1894,1.47
France,1894,6.57
"Micronesia, Fed. Sts.",1894,1.79
Gabon,1894,0.439
UK,1894,9.15
Georgia,1894,3.4
Ghana,1894,1.16
Guinea,1894,0.45
Gambia,1894,1.04
Guinea-Bissau,1894,1.45
Equatorial Guinea,1894,0.61
Greece,1894,3.62
Grenada,1894,1.9
Guatemala,1894,1.6
Guyana,1894,2.81
"Hong Kong, China",1894,2.65
Honduras,1894,2.89
Croatia,1894,3.13
Haiti,1894,1.49
Hungary,1894,4.28
Indonesia,1894,0.783
India,1894,1.89
Ireland,1894,4.48
Iran,1894,1.73
Iraq,1894,2.3
Iceland,1894,3.98
Israel,1894,1.5
Italy,1894,4.15
Jamaica,1894,1.65
Jordan,1894,3.11
Japan,1894,3.16
Kazakhstan,1894,1.63
Kenya,1894,2.52
Kyrgyz Republic,1894,2.47
Cambodia,1894,1.3
Kiribati,1894,2.36
St. Kitts and Nevis,1894,2.69
South Korea,1894,1.63
Kuwait,1894,2.93
Lao,1894,2.41
Lebanon,1894,4.39
Liberia,1894,3.64
Libya,1894,1.73
St. Lucia,1894,0.336
Sri Lanka,1894,2.56
Lesotho,1894,1.64
Lithuania,1894,1.77
Luxembourg,1894,5.26
Latvia,1894,2.24
Morocco,1894,2.07
Monaco,1894,2.35
Moldova,1894,2.02
Madagascar,1894,1.33
Maldives,1894,0.639
Mexico,1894,1.62
Marshall Islands,1894,1.67
North Macedonia,1894,1.59
Mali,1894,0.935
Malta,1894,2.54
Myanmar,1894,2.53
Montenegro,1894,1.82
Mongolia,1894,0.804
Mozambique,1894,1.73
Mauritania,1894,0.647
Mauritius,1894,2.07
Malawi,1894,2.21
Malaysia,1894,1.73
Namibia,1894,2.42
Niger,1894,1.37
Nigeria,1894,1.39
Nicaragua,1894,4.18
Netherlands,1894,8.46
Norway,1894,3.64
Nepal,1894,1.53
Nauru,1894,0.864
New Zealand,1894,8.21
Oman,1894,0.553
Pakistan,1894,1.02
Panama,1894,3.61
Peru,1894,2.12
Philippines,1894,1.63
Palau,1894,1.6
Papua New Guinea,1894,0.772
Poland,1894,4.15
North Korea,1894,2.67
Portugal,1894,2.38
Paraguay,1894,5.31
Palestine,1894,6.4
Qatar,1894,3.32
Romania,1894,1.33
Russia,1894,2.91
Rwanda,1894,2.23
Saudi Arabia,1894,1.31
Sudan,1894,0.826
Senegal,1894,0.973
Singapore,1894,3.41
Solomon Islands,1894,1.02
Sierra Leone,1894,1.9
El Salvador,1894,2.99
San Marino,1894,3.04
Somalia,1894,2.63
Serbia,1894,4.71
South Sudan,1894,3.6
Sao Tome and Principe,1894,2.09
Suriname,1894,3.89
Slovak Republic,1894,4.25
Slovenia,1894,6.4
Sweden,1894,3.87
Eswatini,1894,0.224
Seychelles,1894,1.29
Syria,1894,1.71
Chad,1894,1.52
Togo,1894,1.93
Thailand,1894,2.09
Tajikistan,1894,2.56
Turkmenistan,1894,1.92
Timor-Leste,1894,0.99
Tonga,1894,2.75
Trinidad and Tobago,1894,4.83
Tunisia,1894,1.99
Turkey,1894,1.76
Tuvalu,1894,3.32
Taiwan,1894,2.46
Tanzania,1894,1.14
Uganda,1894,2.47
Ukraine,1894,0.94
Uruguay,1894,7.21
USA,1894,13.5
Uzbekistan,1894,0.975
St. Vincent and the Grenadines,1894,2.0
Venezuela,1894,2.56
Vietnam,1894,1.79
Vanuatu,1894,1.92
Samoa,1894,5.35
Yemen,1894,2.63
South Africa,1894,2.06
Zambia,1894,1.22
Zimbabwe,1894,3.61
Afghanistan,1895,1.81
Angola,1895,1.18
Albania,1895,1.21
Andorra,1895,4.72
UAE,1895,3.08
Argentina,1895,7.55
Armenia,1895,3.16
Antigua and Barbuda,1895,1.77
Australia,1895,10.4
Austria,1895,8.11
Azerbaijan,1895,2.54
Burundi,1895,1.01
Belgium,1895,8.55
Benin,1895,1.62
Burkina Faso,1895,1.31
Bangladesh,1895,1.97
Bulgaria,1895,4.44
Bahrain,1895,2.23
Bahamas,1895,3.38
Bosnia and Herzegovina,1895,3.58
Belarus,1895,1.47
Belize,1895,1.75
Bolivia,1895,5.27
Brazil,1895,1.16
Barbados,1895,2.73
Brunei,1895,2.91
Bhutan,1895,1.25
Botswana,1895,0.486
Central African Republic,1895,1.15
Canada,1895,6.59
Switzerland,1895,13.4
Chile,1895,4.86
China,1895,1.31
Cote d'Ivoire,1895,1.68
Cameroon,1895,1.16
"Congo, Dem. Rep.",1895,0.815
"Congo, Rep.",1895,0.675
Colombia,1895,1.79
Comoros,1895,2.55
Cape Verde,1895,1.42
Costa Rica,1895,1.56
Cuba,1895,2.58
Cyprus,1895,3.0
Czech Republic,1895,3.6
Germany,1895,8.18
Djibouti,1895,2.74
Dominica,1895,1.07
Denmark,1895,7.78
Dominican Republic,1895,2.24
Algeria,1895,1.99
Ecuador,1895,1.33
Egypt,1895,1.87
Eritrea,1895,1.55
Spain,1895,3.74
Estonia,1895,2.97
Ethiopia,1895,2.95
Finland,1895,3.82
Fiji,1895,1.47
France,1895,6.43
"Micronesia, Fed. Sts.",1895,1.79
Gabon,1895,0.457
UK,1895,9.34
Georgia,1895,3.14
Ghana,1895,1.17
Guinea,1895,0.452
Gambia,1895,1.04
Guinea-Bissau,1895,1.45
Equatorial Guinea,1895,0.617
Greece,1895,3.49
Grenada,1895,1.91
Guatemala,1895,1.61
Guyana,1895,2.83
"Hong Kong, China",1895,2.69
Honduras,1895,2.92
Croatia,1895,3.15
Haiti,1895,1.5
Hungary,1895,4.33
Indonesia,1895,0.777
India,1895,1.84
Ireland,1895,4.53
Iran,1895,1.74
Iraq,1895,2.32
Iceland,1895,3.9
Israel,1895,1.51
Italy,1895,4.18
Jamaica,1895,1.66
Jordan,1895,3.13
Japan,1895,3.17
Kazakhstan,1895,1.51
Kenya,1895,2.53
Kyrgyz Republic,1895,2.5
Cambodia,1895,1.31
